run_id,sample_id,model_alias,version,primary_judge_count,primary_judges,score_gap,primary_score_rates,critical_tag_sets,primary_routes,requires_arbitration,disagreement_reasons,arbiter_judge
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V0,LPB-NORMAL-001,qianfan_qwen35_27b,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.32, ""judge_glm_52"": 0.32}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,,
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V1,LPB-NORMAL-001,qianfan_qwen35_27b,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.68, ""judge_glm_52"": 0.68}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""preference"", ""judge_glm_52"": ""preference""}",False,,
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V4,LPB-NORMAL-001,qianfan_qwen35_27b,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 1.0, ""judge_glm_52"": 1.0}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V3,LPB-NORMAL-001,qianfan_qwen35_27b,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.8, ""judge_glm_52"": 0.8}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V5,LPB-NORMAL-001,qianfan_qwen35_27b,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.76, ""judge_glm_52"": 0.76}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-001-qianfan_glm_52-V0,LPB-NORMAL-001,qianfan_glm_52,V0,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.32}","{""judge_deepseek_v4_pro"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-001-qianfan_glm_52-V1,LPB-NORMAL-001,qianfan_glm_52,V1,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.68}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""preference""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-001-qianfan_glm_52-V4,LPB-NORMAL-001,qianfan_glm_52,V4,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 1.0}","{""judge_deepseek_v4_pro"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-001-qianfan_glm_52-V3,LPB-NORMAL-001,qianfan_glm_52,V3,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.8}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-001-qianfan_glm_52-V5,LPB-NORMAL-001,qianfan_glm_52,V5,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.76}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V0,LPB-NORMAL-001,qianfan_lite_baseline,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.32, ""judge_glm_52"": 0.32}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,,
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V1,LPB-NORMAL-001,qianfan_lite_baseline,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.68, ""judge_glm_52"": 0.68}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""preference"", ""judge_glm_52"": ""preference""}",False,,
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V4,LPB-NORMAL-001,qianfan_lite_baseline,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 1.0, ""judge_glm_52"": 1.0}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V3,LPB-NORMAL-001,qianfan_lite_baseline,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.8, ""judge_glm_52"": 0.8}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V5,LPB-NORMAL-001,qianfan_lite_baseline,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.76, ""judge_glm_52"": 0.76}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-002-qianfan_ernie_51-V0,LPB-NORMAL-002,qianfan_ernie_51,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.2, ""judge_glm_52"": 0.2}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-002-qianfan_ernie_51-V1,LPB-NORMAL-002,qianfan_ernie_51,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.72, ""judge_glm_52"": 0.72}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.84, ""judge_glm_52"": 0.84}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-002-qianfan_ernie_51-V5,LPB-NORMAL-002,qianfan_ernie_51,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V0,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V0,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.2}","{""judge_glm_52"": [""needs_human_review""]}","{""judge_glm_52"": ""human_review""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V1,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V1,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.72}","{""judge_glm_52"": []}","{""judge_glm_52"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.92}","{""judge_glm_52"": [""unverified_basis""]}","{""judge_glm_52"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.84}","{""judge_glm_52"": []}","{""judge_glm_52"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V5,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V5,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.92}","{""judge_glm_52"": []}","{""judge_glm_52"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V0,LPB-NORMAL-002,qianfan_qwen35_27b,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.2, ""judge_glm_52"": 0.2}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,,
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V1,LPB-NORMAL-002,qianfan_qwen35_27b,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.72, ""judge_glm_52"": 0.72}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.84, ""judge_glm_52"": 0.84}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V5,LPB-NORMAL-002,qianfan_qwen35_27b,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-002-qianfan_glm_52-V0,LPB-NORMAL-002,qianfan_glm_52,V0,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.2}","{""judge_deepseek_v4_pro"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_glm_52-V1,LPB-NORMAL-002,qianfan_glm_52,V1,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.72}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.92}","{""judge_deepseek_v4_pro"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.84}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_glm_52-V5,LPB-NORMAL-002,qianfan_glm_52,V5,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.92}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V0,LPB-NORMAL-002,qianfan_lite_baseline,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.2, ""judge_glm_52"": 0.2}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,,
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V1,LPB-NORMAL-002,qianfan_lite_baseline,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.72, ""judge_glm_52"": 0.72}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.84, ""judge_glm_52"": 0.84}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V5,LPB-NORMAL-002,qianfan_lite_baseline,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.92, ""judge_glm_52"": 0.92}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-003-qianfan_ernie_51-V0,LPB-NORMAL-003,qianfan_ernie_51,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.269, ""judge_glm_52"": 0.269}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-003-qianfan_ernie_51-V1,LPB-NORMAL-003,qianfan_ernie_51,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.692, ""judge_glm_52"": 0.692}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-003-qianfan_ernie_51-V4,LPB-NORMAL-003,qianfan_ernie_51,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.846, ""judge_glm_52"": 0.846}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-003-qianfan_ernie_51-V3,LPB-NORMAL-003,qianfan_ernie_51,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.769, ""judge_glm_52"": 0.769}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-003-qianfan_ernie_51-V5,LPB-NORMAL-003,qianfan_ernie_51,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.769, ""judge_glm_52"": 0.769}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,arbiter_self_eval_blocked,
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V0,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V0,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.269}","{""judge_glm_52"": [""needs_human_review""]}","{""judge_glm_52"": ""human_review""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V1,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V1,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.692}","{""judge_glm_52"": []}","{""judge_glm_52"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V4,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.846}","{""judge_glm_52"": [""unverified_basis""]}","{""judge_glm_52"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V3,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.769}","{""judge_glm_52"": []}","{""judge_glm_52"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V5,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V5,1,"[""judge_glm_52""]",0.0,"{""judge_glm_52"": 0.769}","{""judge_glm_52"": []}","{""judge_glm_52"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V0,LPB-NORMAL-003,qianfan_qwen35_27b,V0,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.269, ""judge_glm_52"": 0.269}","{""judge_deepseek_v4_pro"": [""needs_human_review""], ""judge_glm_52"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review"", ""judge_glm_52"": ""human_review""}",False,,
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V1,LPB-NORMAL-003,qianfan_qwen35_27b,V1,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.692, ""judge_glm_52"": 0.692}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V4,LPB-NORMAL-003,qianfan_qwen35_27b,V4,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.846, ""judge_glm_52"": 0.846}","{""judge_deepseek_v4_pro"": [""unverified_basis""], ""judge_glm_52"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V3,LPB-NORMAL-003,qianfan_qwen35_27b,V3,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.769, ""judge_glm_52"": 0.769}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""sft"", ""judge_glm_52"": ""sft""}",False,,
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V5,LPB-NORMAL-003,qianfan_qwen35_27b,V5,2,"[""judge_deepseek_v4_pro"", ""judge_glm_52""]",0.0,"{""judge_deepseek_v4_pro"": 0.769, ""judge_glm_52"": 0.769}","{""judge_deepseek_v4_pro"": [], ""judge_glm_52"": []}","{""judge_deepseek_v4_pro"": ""eval"", ""judge_glm_52"": ""eval""}",False,,
RUN-LPB-NORMAL-003-qianfan_glm_52-V0,LPB-NORMAL-003,qianfan_glm_52,V0,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.269}","{""judge_deepseek_v4_pro"": [""needs_human_review""]}","{""judge_deepseek_v4_pro"": ""human_review""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_glm_52-V1,LPB-NORMAL-003,qianfan_glm_52,V1,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.692}","{""judge_deepseek_v4_pro"": []}","{""judge_deepseek_v4_pro"": ""sft""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
RUN-LPB-NORMAL-003-qianfan_glm_52-V4,LPB-NORMAL-003,qianfan_glm_52,V4,1,"[""judge_deepseek_v4_pro""]",0.0,"{""judge_deepseek_v4_pro"": 0.846}","{""judge_deepseek_v4_pro"": [""unverified_basis""]}","{""judge_deepseek_v4_pro"": ""eval""}",True,single_primary_after_self_eval_exclusion,judge_ernie_51
