run_id,sample_id,model_alias,version,rank,source_id,source_type,title,retrieval_score,bm25_score,metadata_boost,authority_level,source_url,text
RUN-LPB-NORMAL-001-qianfan_qwen35_27b-V3,LPB-NORMAL-001,qianfan_qwen35_27b,V3,4,STAT-CONSUMER-001,statute_summary,消费者权益保护和商品质量规则摘要,31.098141,31.098141,0.0,,https://flk.npc.gov.cn/,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。
RUN-LPB-NORMAL-001-qianfan_glm_52-V4,LPB-NORMAL-001,qianfan_glm_52,V4,1,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,49.195519,49.075519,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-001-qianfan_glm_52-V4,LPB-NORMAL-001,qianfan_glm_52,V4,2,ORDER-001,evidence_excerpt,订单物流事实片段,38.407297,38.287297,0.12,,self_authored,订单记录显示付款完成时间、承诺发货时间和实际物流揽收时间，但未显示商家存在虚假发货承诺。
RUN-LPB-NORMAL-001-qianfan_glm_52-V4,LPB-NORMAL-001,qianfan_glm_52,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.383138,32.383138,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-001-qianfan_glm_52-V4,LPB-NORMAL-001,qianfan_glm_52,V4,4,STAT-CONSUMER-001,statute_summary,消费者权益保护和商品质量规则摘要,31.098141,31.098141,0.0,,https://flk.npc.gov.cn/,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。
RUN-LPB-NORMAL-001-qianfan_glm_52-V3,LPB-NORMAL-001,qianfan_glm_52,V3,1,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,49.195519,49.075519,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-001-qianfan_glm_52-V3,LPB-NORMAL-001,qianfan_glm_52,V3,2,ORDER-001,evidence_excerpt,订单物流事实片段,38.407297,38.287297,0.12,,self_authored,订单记录显示付款完成时间、承诺发货时间和实际物流揽收时间，但未显示商家存在虚假发货承诺。
RUN-LPB-NORMAL-001-qianfan_glm_52-V3,LPB-NORMAL-001,qianfan_glm_52,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.383138,32.383138,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-001-qianfan_glm_52-V3,LPB-NORMAL-001,qianfan_glm_52,V3,4,STAT-CONSUMER-001,statute_summary,消费者权益保护和商品质量规则摘要,31.098141,31.098141,0.0,,https://flk.npc.gov.cn/,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V4,LPB-NORMAL-001,qianfan_lite_baseline,V4,1,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,49.195519,49.075519,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V4,LPB-NORMAL-001,qianfan_lite_baseline,V4,2,ORDER-001,evidence_excerpt,订单物流事实片段,38.407297,38.287297,0.12,,self_authored,订单记录显示付款完成时间、承诺发货时间和实际物流揽收时间，但未显示商家存在虚假发货承诺。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V4,LPB-NORMAL-001,qianfan_lite_baseline,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.383138,32.383138,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V4,LPB-NORMAL-001,qianfan_lite_baseline,V4,4,STAT-CONSUMER-001,statute_summary,消费者权益保护和商品质量规则摘要,31.098141,31.098141,0.0,,https://flk.npc.gov.cn/,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V3,LPB-NORMAL-001,qianfan_lite_baseline,V3,1,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,49.195519,49.075519,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V3,LPB-NORMAL-001,qianfan_lite_baseline,V3,2,ORDER-001,evidence_excerpt,订单物流事实片段,38.407297,38.287297,0.12,,self_authored,订单记录显示付款完成时间、承诺发货时间和实际物流揽收时间，但未显示商家存在虚假发货承诺。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V3,LPB-NORMAL-001,qianfan_lite_baseline,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.383138,32.383138,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-001-qianfan_lite_baseline-V3,LPB-NORMAL-001,qianfan_lite_baseline,V3,4,STAT-CONSUMER-001,statute_summary,消费者权益保护和商品质量规则摘要,31.098141,31.098141,0.0,,https://flk.npc.gov.cn/,消费者维权需区分七日无理由、质量瑕疵、售后承诺和欺诈；是否退换货或赔偿取决于购买时间、商品性质、检测结论和经营者承诺。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,1,STAT-CIVIL-LEASE-001,statute_summary,民法典租赁押金与损耗规则摘要,52.741369,52.501369,0.24,,https://flk.npc.gov.cn/,租赁押金扣除通常需要结合合同约定、交接验收、照片对比、是否正常损耗、维修报价和实际损失，不能仅凭一方说法确定。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,2,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,31.852059,31.852059,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,31.202997,31.202997,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,4,STAT-EVIDENCE-001,statute_summary,民事证据与事实主张规则摘要,26.826578,26.706578,0.12,,https://flk.npc.gov.cn/,民事争议中聊天记录、转账凭证、合同、订单、通知和验收材料都需要能对应争议事实；证据不足时不应给确定性结论。
RUN-LPB-NORMAL-003-qianfan_ernie_51-V4,LPB-NORMAL-003,qianfan_ernie_51,V4,1,STAT-CIVIL-LOAN-001,statute_summary,民法典民间借贷证据规则摘要,34.779245,34.659245,0.12,,https://flk.npc.gov.cn/,民间借贷需要证明借款合意和款项交付；转账记录、聊天承诺、备注、催收记录和身份信息共同影响能否按借款关系主张权利。
RUN-LPB-NORMAL-003-qianfan_ernie_51-V4,LPB-NORMAL-003,qianfan_ernie_51,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,33.006895,33.006895,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
