run_id,sample_id,model_alias,version,workflow_condition,retrieved_source_ids,retrieval_scores,expected_source_ids,expected_source_hit_count,context_recall,context_precision,retrieval_status
RUN-LPB-NORMAL-002-qianfan_ernie_51-V4,LPB-NORMAL-002,qianfan_ernie_51,V4,W2,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_ernie_51-V3,LPB-NORMAL-002,qianfan_ernie_51,V3,W3,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-002,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V4,LPB-NORMAL-002,qianfan_qwen35_27b,V4,W2,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_qwen35_27b-V3,LPB-NORMAL-002,qianfan_qwen35_27b,V3,W3,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_glm_52-V4,LPB-NORMAL-002,qianfan_glm_52,V4,W2,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_glm_52-V3,LPB-NORMAL-002,qianfan_glm_52,V3,W3,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V4,LPB-NORMAL-002,qianfan_lite_baseline,V4,W2,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-002-qianfan_lite_baseline-V3,LPB-NORMAL-002,qianfan_lite_baseline,V3,W3,"[""STAT-CIVIL-LEASE-001"", ""NOTICE-001"", ""LOSS-001"", ""STAT-EVIDENCE-001""]","{""LOSS-001"": 31.202997, ""NOTICE-001"": 31.852059, ""STAT-CIVIL-LEASE-001"": 52.741369, ""STAT-EVIDENCE-001"": 26.826578}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_ernie_51-V4,LPB-NORMAL-003,qianfan_ernie_51,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_ernie_51-V3,LPB-NORMAL-003,qianfan_ernie_51,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-003,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V4,LPB-NORMAL-003,qianfan_qwen35_27b,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_qwen35_27b-V3,LPB-NORMAL-003,qianfan_qwen35_27b,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_glm_52-V4,LPB-NORMAL-003,qianfan_glm_52,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_glm_52-V3,LPB-NORMAL-003,qianfan_glm_52,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_lite_baseline-V4,LPB-NORMAL-003,qianfan_lite_baseline,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-003-qianfan_lite_baseline-V3,LPB-NORMAL-003,qianfan_lite_baseline,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""LOSS-001"", ""STAT-EVIDENCE-001"", ""NOTICE-001""]","{""LOSS-001"": 33.006895, ""NOTICE-001"": 25.971201, ""STAT-CIVIL-LOAN-001"": 34.779245, ""STAT-EVIDENCE-001"": 26.388663}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_ernie_51-V4,LPB-NORMAL-004,qianfan_ernie_51,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_ernie_51-V3,LPB-NORMAL-004,qianfan_ernie_51,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-004,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-004,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_qwen35_27b-V4,LPB-NORMAL-004,qianfan_qwen35_27b,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_qwen35_27b-V3,LPB-NORMAL-004,qianfan_qwen35_27b,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_glm_52-V4,LPB-NORMAL-004,qianfan_glm_52,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_glm_52-V3,LPB-NORMAL-004,qianfan_glm_52,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_lite_baseline-V4,LPB-NORMAL-004,qianfan_lite_baseline,V4,W2,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-004-qianfan_lite_baseline-V3,LPB-NORMAL-004,qianfan_lite_baseline,V3,W3,"[""STAT-CIVIL-LOAN-001"", ""STAT-EVIDENCE-001"", ""LOSS-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 32.057222, ""STAT-CIVIL-LOAN-001"": 45.06897, ""STAT-EVIDENCE-001"": 33.677355, ""STAT-PROCEDURE-001"": 28.803916}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_ernie_51-V4,LPB-NORMAL-005,qianfan_ernie_51,V4,W2,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_ernie_51-V3,LPB-NORMAL-005,qianfan_ernie_51,V3,W3,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-005,qianfan_deepseek_v4_pro,V4,W2,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-005,qianfan_deepseek_v4_pro,V3,W3,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_qwen35_27b-V4,LPB-NORMAL-005,qianfan_qwen35_27b,V4,W2,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_qwen35_27b-V3,LPB-NORMAL-005,qianfan_qwen35_27b,V3,W3,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_glm_52-V4,LPB-NORMAL-005,qianfan_glm_52,V4,W2,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_glm_52-V3,LPB-NORMAL-005,qianfan_glm_52,V3,W3,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_lite_baseline-V4,LPB-NORMAL-005,qianfan_lite_baseline,V4,W2,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-005-qianfan_lite_baseline-V3,LPB-NORMAL-005,qianfan_lite_baseline,V3,W3,"[""CONTRACT-TRAINING-001"", ""CONTRACT-TRAINING-002"", ""CASE-FORM-CONTRACT-REFUND-001"", ""LOSS-001""]","{""CASE-FORM-CONTRACT-REFUND-001"": 55.750243, ""CONTRACT-TRAINING-001"": 80.534779, ""CONTRACT-TRAINING-002"": 70.681067, ""LOSS-001"": 41.873878}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_ernie_51-V4,LPB-NORMAL-006,qianfan_ernie_51,V4,W2,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_ernie_51-V3,LPB-NORMAL-006,qianfan_ernie_51,V3,W3,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_deepseek_v4_pro-V4,LPB-NORMAL-006,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_deepseek_v4_pro-V3,LPB-NORMAL-006,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_qwen35_27b-V4,LPB-NORMAL-006,qianfan_qwen35_27b,V4,W2,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_qwen35_27b-V3,LPB-NORMAL-006,qianfan_qwen35_27b,V3,W3,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_glm_52-V4,LPB-NORMAL-006,qianfan_glm_52,V4,W2,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_glm_52-V3,LPB-NORMAL-006,qianfan_glm_52,V3,W3,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_lite_baseline-V4,LPB-NORMAL-006,qianfan_lite_baseline,V4,W2,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-NORMAL-006-qianfan_lite_baseline-V3,LPB-NORMAL-006,qianfan_lite_baseline,V3,W3,"[""STAT-CIVIL-CONTRACT-001"", ""CONTRACT-DELIVERY-001"", ""CONTRACT-SALE-DEFECT-001"", ""LOSS-001""]","{""CONTRACT-DELIVERY-001"": 37.373063, ""CONTRACT-SALE-DEFECT-001"": 32.476296, ""LOSS-001"": 31.559294, ""STAT-CIVIL-CONTRACT-001"": 47.923959}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_ernie_51-V4,LPB-HARD-001,qianfan_ernie_51,V4,W2,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
